replicateid,dayselapsed,beta,eir,pfprunder5,pfpr2to10,pfprall
2525,6513,0.46,71.5073,83.2188,66.4251,47.3897
2525,6543,0.46,71.5073,82.9335,64.9365,44.2785
2525,6574,0.46,71.5073,77.8563,57.2052,35.6089
2525,6605,0.46,72.048,70.9449,49.3302,28.0423
2525,6634,0.46,72.048,66.026,44.5437,24.7374
2525,6665,0.46,72.048,64.5006,43.6407,23.1283
2525,6695,0.46,72.048,63.5847,42.4131,22.7252
2525,6726,0.46,72.048,62.8498,42.0145,23.1811
2525,6756,0.46,72.048,62.7225,42.1188,23.8904
2525,6787,0.46,72.048,67.3419,47.6926,28.7116
2525,6818,0.46,72.048,74.813,56.4284,37.2073
2525,6848,0.46,72.048,80.884,63.1945,44.6079
2525,6879,0.46,72.048,84.2208,67.289,46.9791
2525,6909,0.46,72.048,83.2474,64.8598,44.0962
2525,6940,0.46,72.048,77.7231,57.4908,35.4598
2525,6971,0.46,72.2154,70.8338,49.6075,27.9128
2525,6999,0.46,72.2154,66.9996,45.9825,24.9179
2525,7030,0.46,72.2154,66.1195,44.7625,23.4012
2525,7060,0.46,72.2154,63.9369,42.8657,23.1836
2525,7091,0.46,72.2154,63.5212,42.9098,23.3999
2525,7121,0.46,72.2154,63.9278,43.2909,24.1121
2525,7152,0.46,72.2154,66.883,47.4873,28.3212
2525,7183,0.46,72.2154,74.4712,56.1709,37.0541
2525,7213,0.46,72.2154,80.917,64.1991,44.4161
2525,7244,0.46,72.2154,83.2336,66.66,47.4681
2525,7274,0.46,72.2154,83.1215,65.4141,44.4097
2525,7305,0.46,72.2154,79.5505,59.2475,36.0158
2525,7336,0.46,72.2637,72.6716,50.7349,28.0964
2525,7364,0.46,72.2637,68.4333,46.3031,24.8316
2525,7395,0.46,72.2637,65.4877,43.2155,23.4394
2525,7425,0.46,72.2637,64.332,43.4303,23.162
2525,7456,0.46,72.2637,64.2639,43.4124,23.463
2525,7486,0.46,72.2637,64.8348,43.6285,23.9504
2525,7517,0.46,72.2637,67.8099,47.4227,28.0067
2525,7548,0.46,72.2637,74.6362,56.082,36.9344
2525,7578,0.46,72.2637,81.7893,64.2955,44.362
2525,7609,0.46,72.2637,84.7011,67.5086,47.3148
2525,7639,0.46,72.2637,83.1455,65.0789,43.9269
2525,7670,0.46,72.2637,79.0794,58.223,35.5509
2525,7701,0.46,71.9965,71.9448,49.5979,28.1123
2525,7729,0.46,71.9965,68.3356,46.1501,25.0576
2525,7760,0.46,71.9965,66.1158,44.055,23.5136
2525,7790,0.46,71.9965,64.9621,44.0729,23.2263
2525,7821,0.46,71.9965,63.6952,42.7774,23.6084
2525,7851,0.46,71.9965,64.4047,43.6028,24.1315
2525,7882,0.46,71.9965,67.5963,47.1461,28.2299
2525,7913,0.46,71.9965,76.0627,56.4667,36.927
2525,7943,0.46,71.9965,82.2203,64.965,44.3618
2525,7974,0.46,71.9965,84.4963,67.0069,47.1015
2525,8004,0.46,71.9965,83.5916,65.0695,44.0728
2525,8035,0.46,71.9965,78.5265,58.1298,35.7851
2525,8066,0.46,72.3084,72.4591,50.0389,27.8899
2485,3987,0.47,75.3171,82.3529,65.2468,44.2968
2485,4018,0.47,75.3171,77.1591,58.37,35.8436
2485,4049,0.47,75.4323,70.5286,50.5321,28.4075
2485,4077,0.47,75.4323,66.736,46.4764,25.2621
2485,4108,0.47,75.4323,65.1535,44.6889,23.771
2485,4138,0.47,75.4323,63.0957,42.6235,23.3536
2485,4169,0.47,75.4323,62.5421,43.0686,23.5284
2485,4199,0.47,75.4323,61.7255,42.726,24.1654
2485,4230,0.47,75.4323,65.8116,47.4946,28.3518
2485,4261,0.47,75.4323,72.9296,55.228,36.6412
2485,4291,0.47,75.4323,80.1525,63.8824,44.4928
2485,4322,0.47,75.4323,82.6627,66.6293,47.2366
2485,4352,0.47,75.4323,82.6403,65.4751,44.5128
2485,4383,0.47,75.4323,76.7034,57.2461,35.9319
2485,4414,0.47,74.2059,70.8025,49.8021,28.2966
2485,4442,0.47,74.2059,65.917,45.4573,25.2871
2485,4473,0.47,74.2059,64.5885,44.1735,23.7864
2485,4503,0.47,74.2059,63.1832,43.177,23.2859
2485,4534,0.47,74.2059,62.6769,42.4847,23.4924
2485,4564,0.47,74.2059,64.082,43.4628,24.2365
2485,4595,0.47,74.2059,66.3332,47.2722,28.4954
2485,4626,0.47,74.2059,73.7102,56.2596,36.997
2485,4656,0.47,74.2059,81.163,64.7432,44.6361
2485,4687,0.47,74.2059,83.244,66.6086,47.243
2485,4717,0.47,74.2059,82.8137,64.6667,44.674
2485,4748,0.47,74.2059,77.518,57.6099,36.2027
2485,4779,0.47,74.1827,70.751,50.1077,28.6996
2485,4807,0.47,74.1827,66.8828,45.7667,25.392
2485,4838,0.47,74.1827,64.4191,43.6302,23.7856
2485,4868,0.47,74.1827,63.4459,42.8645,23.425
2485,4899,0.47,74.1827,62.9726,42.0961,23.4701
2485,4929,0.47,74.1827,63.0649,42.1968,23.8528
2485,4960,0.47,74.1827,65.7084,45.4443,27.7657
2485,4991,0.47,74.1827,73.8995,55.2941,36.6874
2485,5021,0.47,74.1827,80.5581,64.5336,44.268
2485,5052,0.47,74.1827,82.9727,66.5851,47.5559
2485,5082,0.47,74.1827,82.9934,64.3156,44.3314
2485,5113,0.47,74.1827,78.101,57.2144,36.2147
2485,5144,0.47,73.855,70.8524,49.6525,28.0782
2485,5173,0.47,73.855,66.3787,45.409,24.9706
2485,5204,0.47,73.855,64.7843,43.8867,23.6738
2485,5234,0.47,73.855,63.399,42.8425,23.3274
2485,5265,0.47,73.855,63.4771,42.3234,23.519
2485,5295,0.47,73.855,62.7825,41.9748,23.8163
2485,5326,0.47,73.855,66.3429,46.0127,28.4333
2485,5357,0.47,73.855,74.0105,55.9463,37.1045
2485,5387,0.47,73.855,81.3701,63.9955,44.8495
2485,5418,0.47,73.855,83.1744,66.4034,47.3946
2485,5448,0.47,73.855,82.8037,64.6968,44.0627
2485,5479,0.47,73.855,78.2068,57.6624,35.5478
2485,5510,0.47,74.2381,71.1501,49.3403,27.8258
2485,5538,0.47,74.2381,66.6492,44.8008,24.6004
2485,5569,0.47,74.2381,65.3806,43.662,23.4188
2485,5599,0.47,74.2381,63.1435,41.9733,23.164
2485,5630,0.47,74.2381,64.1573,42.2172,23.3428
2485,5660,0.47,74.2381,63.1942,41.9819,23.8479
2485,5691,0.47,74.2381,66.1041,46.2893,28.234
2485,5722,0.47,74.2381,74.9318,56.6324,37.2232
2485,5752,0.47,74.2381,80.9666,63.9033,45.0655
2485,5783,0.47,74.2381,84.0487,66.8225,47.5793
2485,5813,0.47,74.2381,82.979,65.347,44.5127
2485,5844,0.47,74.2381,77.6292,57.1093,35.8669
2485,5875,0.47,73.8998,70.926,48.7426,28.048
2485,5903,0.47,73.8998,67.5948,45.5476,25.0718
2485,5934,0.47,73.8998,65.2936,43.9172,23.56
2485,5964,0.47,73.8998,63.2435,42.4926,23.244
2485,5995,0.47,73.8998,63.8737,42.6301,23.4744
2485,6025,0.47,73.8998,63.72,43.411,24.2036
2485,6056,0.47,73.8998,65.8912,46.7089,28.0876
2485,6087,0.47,73.8998,73.9204,55.146,36.6142
2485,6117,0.47,73.8998,80.9567,63.1874,44.2042
2485,6148,0.47,73.8998,83.4374,66.9932,47.2943
2485,6178,0.47,73.8998,83.227,64.976,44.0443
2485,6209,0.47,73.8998,78.3073,57.7492,35.9588
2485,6240,0.47,73.9036,71.3857,49.3269,28.148
2485,6268,0.47,73.9036,67.1661,44.888,24.8521
2485,6299,0.47,73.9036,65.7072,43.7882,23.4125
2485,6329,0.47,73.9036,64.8252,42.8004,23.0478
2485,6360,0.47,73.9036,63.6635,42.5367,23.4137
2485,6390,0.47,73.9036,63.5774,42.238,23.7854
2485,6421,0.47,73.9036,65.2522,45.6192,28.0906
2485,6452,0.47,73.9036,73.8806,54.9878,36.7184
2485,6482,0.47,73.9036,82.4838,64.5523,44.6802
2485,6513,0.47,73.9036,83.9425,67.6904,47.428
2485,6543,0.47,73.9036,83.2278,64.8421,44.2653
2485,6574,0.47,73.9036,79.3108,58.5378,35.9349
2485,6605,0.47,73.9534,71.7566,49.8315,28.0776
2485,6634,0.47,73.9534,67.5308,45.4295,24.7412
2485,6665,0.47,73.9534,65.1719,43.5788,23.4816
2485,6695,0.47,73.9534,63.5085,42.8252,23.0326
2485,6726,0.47,73.9534,63.8677,42.5998,23.3836
2485,6756,0.47,73.9534,63.3192,43.4991,24.11
2485,6787,0.47,73.9534,67.4162,47.7388,28.7561
2485,6818,0.47,73.9534,75.7257,56.4969,37.246
2485,6848,0.47,73.9534,81.2684,63.7956,44.4927
2485,6879,0.47,73.9534,84.1241,66.5032,47.2229
2485,6909,0.47,73.9534,83.5373,64.8939,44.0942
2485,6940,0.47,73.9534,78.3784,56.9965,35.3937
2485,6971,0.47,73.9834,71.3342,48.9099,27.9066
2485,6999,0.47,73.9834,67.9995,45.6996,24.7972
2485,7030,0.47,73.9834,65.0142,43.7333,23.3035
2485,7060,0.47,73.9834,63.7042,42.4414,22.9027
2485,7091,0.47,73.9834,63.0558,41.7767,23.1995
2485,7121,0.47,73.9834,63.6807,42.4324,24.0545
2485,7152,0.47,73.9834,66.4159,46.7086,28.244
2485,7183,0.47,73.9834,74.7051,56.2423,36.7376
2485,7213,0.47,73.9834,81.2349,62.9782,44.6434
2485,7244,0.47,73.9834,84.8404,67.1021,47.3596
2485,7274,0.47,73.9834,83.7665,65.6118,44.1623
2485,7305,0.47,73.9834,79.1144,58.6865,36.0686
2485,7336,0.47,73.7181,72.1917,50.2363,28.3775
2485,7364,0.47,73.7181,67.0623,45.8547,25.1858
2485,7395,0.47,73.7181,65.4081,43.4026,23.5565
2485,7425,0.47,73.7181,64.4346,43.2982,23.1583
2485,7456,0.47,73.7181,63.5082,43.1667,23.5544
2485,7486,0.47,73.7181,64.3228,43.2606,24.0509
2485,7517,0.47,73.7181,66.7755,47.4478,28.3305
2485,7548,0.47,73.7181,74.4014,56.589,37.0038
2485,7578,0.47,73.7181,81.6455,64.5863,44.2438
2485,7609,0.47,73.7181,84.6811,66.9041,46.945
2485,7639,0.47,73.7181,83.302,65.3121,44.0874
2485,7670,0.47,73.7181,78.9739,58.4858,35.8792
2485,7701,0.47,73.9319,71.7926,49.3131,28.0869
2485,7729,0.47,73.9319,69.074,47.1161,25.1831
2485,7760,0.47,73.9319,67.2129,44.5967,23.8085
2485,7790,0.47,73.9319,65.2961,43.7114,23.5242
2485,7821,0.47,73.9319,64.6034,42.7328,23.6383
2485,7851,0.47,73.9319,65.072,43.3701,24.2849
2485,7882,0.47,73.9319,67.0095,46.4824,28.3741
2485,7913,0.47,73.9319,74.8183,55.8405,36.98
2485,7943,0.47,73.9319,82.714,65.2826,44.5729
2485,7974,0.47,73.9319,84.3793,67.5258,47.323
2485,8004,0.47,73.9319,83.1358,65.1053,44.2828
2485,8035,0.47,73.9319,79.1317,58.4395,35.7912
2485,8066,0.47,74.4311,71.987,49.4736,28.2478
2493,3987,0.48,77.0227,82.2967,65.4306,44.5835
2493,4018,0.48,77.0227,77.6813,58.3005,36.0546
2493,4049,0.48,76.7556,70.849,49.5637,28.289
2493,4077,0.48,76.7556,67.6341,46.1443,25.365
2493,4108,0.48,76.7556,65.6323,44.3949,24.1539
2493,4138,0.48,76.7556,64.435,43.3776,23.758
2493,4169,0.48,76.7556,64.2857,43.6123,23.8757
2493,4199,0.48,76.7556,63.8183,44.0443,24.2701
2493,4230,0.48,76.7556,66.8513,47.8054,28.5617
2493,4261,0.48,76.7556,74.1915,56.7467,37.6482
2493,4291,0.48,76.7556,81.246,65.6002,45.4689
2493,4322,0.48,76.7556,83.3916,67.8719,47.9731
2493,4352,0.48,76.7556,82.5732,65.3438,44.6938
2493,4383,0.48,76.7556,78.3234,58.8375,36.5219
2493,4414,0.48,76.2148,71.1853,50.3928,28.7573
2493,4442,0.48,76.2148,67.6016,46.6467,25.6599
2493,4473,0.48,76.2148,63.9207,44.3541,23.8533
2493,4503,0.48,76.2148,63.3179,43.5947,23.6081
2493,4534,0.48,76.2148,62.9909,43.0694,23.8742
2493,4564,0.48,76.2148,63.9944,44.0888,24.2925
2493,4595,0.48,76.2148,65.9904,47.0762,28.3007
2493,4626,0.48,76.2148,73.8183,55.8602,37.0678
2493,4656,0.48,76.2148,80.6415,64.0722,44.9638
2493,4687,0.48,76.2148,82.8979,66.8776,47.475
2493,4717,0.48,76.2148,82.1897,64.8312,44.3788
2493,4748,0.48,76.2148,78.1489,58.8517,36.1907
2493,4779,0.48,75.4929,71.4487,49.8879,28.3577
2493,4807,0.48,75.4929,67.2515,45.7892,25.2612
2493,4838,0.48,75.4929,65.0243,44.0171,23.8307
2493,4868,0.48,75.4929,63.1995,42.8107,23.3142
2493,4899,0.48,75.4929,63.1606,42.7352,23.7537
2493,4929,0.48,75.4929,63.6004,43.5874,24.4792
2493,4960,0.48,75.4929,67.8858,47.1629,28.6071
2493,4991,0.48,75.4929,75.5159,57.4029,37.4417
2493,5021,0.48,75.4929,80.6941,64.3802,44.9494
2493,5052,0.48,75.4929,83.4441,67.0982,47.7866
2493,5082,0.48,75.4929,83.3035,64.7113,44.6518
2493,5113,0.48,75.4929,78.046,57.4338,36.3082
2493,5144,0.48,75.5631,72.051,50.7114,28.6657
2493,5173,0.48,75.5631,66.6328,45.9652,25.3095
2493,5204,0.48,75.5631,64.8434,43.7811,24.0395
2493,5234,0.48,75.5631,63.6513,43.7449,23.5362
2493,5265,0.48,75.5631,63.9348,43.3824,24.2669
2493,5295,0.48,75.5631,63.9313,43.6528,24.9688
2493,5326,0.48,75.5631,67.3487,48.2315,28.7364
2493,5357,0.48,75.5631,75.1103,56.7079,37.4545
2493,5387,0.48,75.5631,81.7516,64.633,45.3842
2493,5418,0.48,75.5631,83.5542,67.2526,47.576
2493,5448,0.48,75.5631,83.0434,65.0486,44.3964
2493,5479,0.48,75.5631,78.0994,58.2895,35.6125
2493,5510,0.48,76.0105,71.3692,49.9037,28.3469
2493,5538,0.48,76.0105,68.822,46.6112,25.3308
2493,5569,0.48,76.0105,65.933,45.3835,24.0162
2493,5599,0.48,76.0105,65.1107,44.1875,23.3798
2493,5630,0.48,76.0105,63.8713,43.6771,23.7413
2493,5660,0.48,76.0105,64.3128,44.1209,24.3717
2493,5691,0.48,76.0105,66.7976,46.9185,28.8037
2493,5722,0.48,76.0105,74.715,57.1052,37.3734
2493,5752,0.48,76.0105,81.3624,64.3625,44.7442
2493,5783,0.48,76.0105,83.9939,67.7753,47.5905
2493,5813,0.48,76.0105,83.3439,65.8196,44.6176
2493,5844,0.48,76.0105,78.8723,59.4225,36.298
2493,5875,0.48,75.6381,71.2264,50.3349,28.2663
2493,5903,0.48,75.6381,66.9341,45.0845,25.029
2493,5934,0.48,75.6381,63.7127,43.0994,23.3152
2493,5964,0.48,75.6381,63.6179,42.912,22.9403
2493,5995,0.48,75.6381,63.0863,42.7275,23.3818
2493,6025,0.48,75.6381,62.9616,42.8227,24.1561
2493,6056,0.48,75.6381,66.4896,47.0464,28.203
2493,6087,0.48,75.6381,74.194,56.0289,37.0377
2493,6117,0.48,75.6381,81.6538,64.7897,45.0504
2493,6148,0.48,75.6381,83.9899,68.16,47.8589
2493,6178,0.48,75.6381,82.947,65.217,44.966
2493,6209,0.48,75.6381,78.6587,58.4008,35.9892
2493,6240,0.48,74.909,72.2194,50.4099,28.5437
2493,6268,0.48,74.909,67.7489,46.0568,25.1896
2493,6299,0.48,74.909,65.6972,44.1238,23.9266
2493,6329,0.48,74.909,64.3447,43.4639,23.2899
2493,6360,0.48,74.909,64.3101,43.5322,23.6028
2493,6390,0.48,74.909,64.3978,43.467,24.3918
2493,6421,0.48,74.909,66.9609,47.3484,28.6506
2493,6452,0.48,74.909,74.937,56.6826,37.2728
2493,6482,0.48,74.909,81.8078,64.75,44.838
2493,6513,0.48,74.909,83.9736,67.1906,47.5775
2493,6543,0.48,74.909,83.0345,66.0426,44.5312
2493,6574,0.48,74.909,78.2068,58.1962,36.0481
2493,6605,0.48,75.2221,72.1387,50.4877,28.2838
2493,6634,0.48,75.2221,67.6332,45.4847,24.9885
2493,6665,0.48,75.2221,65.3401,44.1162,23.1235
2493,6695,0.48,75.2221,64.9968,43.6884,23.1631
2493,6726,0.48,75.2221,64.2194,43.6075,23.6926
2493,6756,0.48,75.2221,63.9944,43.2151,24.3881
2493,6787,0.48,75.2221,66.4114,46.6245,28.4044
2493,6818,0.48,75.2221,75.214,56.7605,37.0428
2493,6848,0.48,75.2221,81.5719,64.0273,44.623
2493,6879,0.48,75.2221,82.8593,66.6834,47.278
2493,6909,0.48,75.2221,82.5991,64.6912,44.17
2493,6940,0.48,75.2221,78.4635,58.2266,35.6124
2493,6971,0.48,74.742,72.2208,50.5405,28.0141
2493,6999,0.48,74.742,67.6957,46.1454,24.9455
2493,7030,0.48,74.742,65.4494,43.5977,23.5883
2493,7060,0.48,74.742,64.2593,43.2454,23.4477
2493,7091,0.48,74.742,63.7151,42.6716,23.6116
2493,7121,0.48,74.742,63.6617,43.0985,24.1719
2493,7152,0.48,74.742,66.0187,46.7917,28.4501
2493,7183,0.48,74.742,73.9652,56.089,37.3496
2493,7213,0.48,74.742,81.1349,63.7897,44.7893
2493,7244,0.48,74.742,84.1932,66.9402,47.3014
2493,7274,0.48,74.742,84.0265,65.1042,44.4519
2493,7305,0.48,74.742,79.0487,58.0946,35.9781
2493,7336,0.48,74.6838,71.4796,49.5297,28.2289
2493,7364,0.48,74.6838,67.5748,45.7469,25.0366
2493,7395,0.48,74.6838,65.5804,43.5231,23.383
2493,7425,0.48,74.6838,64.1209,42.5215,22.9903
2493,7456,0.48,74.6838,63.465,42.2904,23.2401
2493,7486,0.48,74.6838,63.5726,42.5523,24.0508
2493,7517,0.48,74.6838,66.3193,46.2352,28.2344
2493,7548,0.48,74.6838,75.4542,56.3037,37.3083
2493,7578,0.48,74.6838,81.5172,63.2344,44.6319
2493,7609,0.48,74.6838,85.2135,67.0476,47.3733
2493,7639,0.48,74.6838,83.4714,64.6007,44.5746
2493,7670,0.48,74.6838,78.7941,57.8493,35.7775
2493,7701,0.48,74.5983,72.5115,49.8999,28.105
2493,7729,0.48,74.5983,67.4219,45.3536,24.9188
2493,7760,0.48,74.5983,65.7139,43.8293,23.5818
2493,7790,0.48,74.5983,65.4357,43.1386,23.5758
2493,7821,0.48,74.5983,65.4038,42.87,23.4643
2493,7851,0.48,74.5983,64.4478,42.2723,24.1103
2493,7882,0.48,74.5983,66.8407,45.9692,27.9809
2493,7913,0.48,74.5983,74.7542,55.6501,36.9697
2493,7943,0.48,74.5983,82.4971,63.9375,44.4792
2493,7974,0.48,74.5983,84.6134,66.5464,46.9971
2493,8004,0.48,74.5983,83.4623,64.5362,43.9369
2493,8035,0.48,74.5983,79.2183,57.6803,35.8719
2493,8066,0.48,74.5819,72.8223,50,27.9851
2501,3987,0.49,78.8133,82.4022,65.4325,44.7543
2501,4018,0.49,78.8133,77.5704,58.5853,36.3157
2501,4049,0.49,79.0227,71.2204,51.362,28.7695
2501,4077,0.49,79.0227,67.9677,47.0162,25.412
2501,4108,0.49,79.0227,65.6439,45.0557,24.2919
2501,4138,0.49,79.0227,65.0581,44.7015,24.0487
2501,4169,0.49,79.0227,64.9465,45.0724,24.4621
2501,4199,0.49,79.0227,64.7281,44.5026,24.8873
2501,4230,0.49,79.0227,67.46,48.7978,29.0767
2501,4261,0.49,79.0227,75.6651,58.0913,38.1174
2501,4291,0.49,79.0227,81.443,64.8854,45.3577
2501,4322,0.49,79.0227,83.7848,67.0718,47.9655
2501,4352,0.49,79.0227,83.12,65.5778,44.9561
2501,4383,0.49,79.0227,78.8198,59.1803,36.4555
2501,4414,0.49,78.8406,72.1255,50.5846,28.8908
2501,4442,0.49,78.8406,67.9365,46.6126,25.5259
2501,4473,0.49,78.8406,65.7875,44.5595,23.8888
2501,4503,0.49,78.8406,64.2631,43.7436,24.0293
2501,4534,0.49,78.8406,63.9605,43.6836,24.2731
2501,4564,0.49,78.8406,64.2966,43.9022,24.9135
2501,4595,0.49,78.8406,67.0198,47.0985,29.2748
2501,4626,0.49,78.8406,75.4934,57.0625,37.959
2501,4656,0.49,78.8406,82.0043,65.1025,45.3628
2501,4687,0.49,78.8406,84.7056,68.2616,48.0435
2501,4717,0.49,78.8406,83.4244,66.5511,45.1331
2501,4748,0.49,78.8406,78.9935,59.4269,36.511
2501,4779,0.49,78.9937,72.4186,51.0971,28.6683
2501,4807,0.49,78.9937,69.1443,47.4407,25.8368
2501,4838,0.49,78.9937,67.2042,45.8291,24.5981
2501,4868,0.49,78.9937,64.9369,44.2754,23.9707
2501,4899,0.49,78.9937,63.6696,44.0846,24.5024
2501,4929,0.49,78.9937,64.2848,44.2232,25.0568
2501,4960,0.49,78.9937,67.3976,47.9826,29.266
2501,4991,0.49,78.9937,75.7805,58.0404,38.062
2501,5021,0.49,78.9937,81.8595,64.9419,45.4284
2501,5052,0.49,78.9937,84.0464,66.9225,47.7158
2501,5082,0.49,78.9937,83.7224,65.7863,44.8456
2501,5113,0.49,78.9937,79.0962,59.4898,36.2327
2501,5144,0.49,79.1823,72.0426,50.0354,28.5125
2501,5173,0.49,79.1823,67.9403,45.9495,25.1486
2501,5204,0.49,79.1823,65.5595,43.8706,23.8147
2501,5234,0.49,79.1823,64.7651,43.7386,23.7992
2501,5265,0.49,79.1823,65.3836,43.8943,24.2147
2501,5295,0.49,79.1823,64.9464,44.3727,25.0404
2501,5326,0.49,79.1823,67.5795,48.3542,29.2673
2501,5357,0.49,79.1823,75.8534,57.6586,38.365
2501,5387,0.49,79.1823,82.3923,65.0217,45.4389
2501,5418,0.49,79.1823,85.2222,68.492,47.9499
2501,5448,0.49,79.1823,83.7708,65.6079,44.4798
2501,5479,0.49,79.1823,79.5778,58.652,36.1579
2501,5510,0.49,78.9348,72.6706,50.2669,28.643
2501,5538,0.49,78.9348,69.1308,47.5969,25.6349
2501,5569,0.49,78.9348,66.3019,44.064,24.1165
2501,5599,0.49,78.9348,65.9149,44.3696,23.7657
2501,5630,0.49,78.9348,65.1334,43.7237,24.0328
2501,5660,0.49,78.9348,64.7814,43.7713,24.5512
2501,5691,0.49,78.9348,67.9721,48.1251,28.7168
2501,5722,0.49,78.9348,76.0765,56.6761,37.3341
2501,5752,0.49,78.9348,82.1077,63.9582,44.84
2501,5783,0.49,78.9348,84.5181,67.4419,47.9998
2501,5813,0.49,78.9348,84.4286,66.1104,44.9999
2501,5844,0.49,78.9348,80.0127,59.3358,36.8146
2501,5875,0.49,77.9003,73.6101,51.1035,28.8533
2501,5903,0.49,77.9003,69.3293,46.2348,25.5961
2501,5934,0.49,77.9003,66.6034,45.0235,24.1489
2501,5964,0.49,77.9003,64.717,43.7337,23.7979
2501,5995,0.49,77.9003,64.5051,43.5695,23.8321
2501,6025,0.49,77.9003,64.8069,43.4874,24.4221
2501,6056,0.49,77.9003,67.6118,46.8881,28.6205
2501,6087,0.49,77.9003,75.2853,56.7127,37.7425
2501,6117,0.49,77.9003,82.4508,64.9107,45.5104
2501,6148,0.49,77.9003,85.0209,67.8611,47.8841
2501,6178,0.49,77.9003,83.9828,65.8515,44.5014
2501,6209,0.49,77.9003,79.1741,58.3669,36.4832
2501,6240,0.49,78.4023,73.4329,50.708,28.7654
2501,6268,0.49,78.4023,69.1342,45.66,25.4836
2501,6299,0.49,78.4023,66.9027,44.2203,23.9542
2501,6329,0.49,78.4023,65.621,43.8384,23.7473
2501,6360,0.49,78.4023,65.7994,43.8816,24.3747
2501,6390,0.49,78.4023,65.5437,43.7381,24.555
2501,6421,0.49,78.4023,68.1125,47.8152,29.0061
2501,6452,0.49,78.4023,76.5291,56.513,37.6714
2501,6482,0.49,78.4023,83.2138,64.7652,45.0261
2501,6513,0.49,78.4023,84.8149,67.6306,47.5495
2501,6543,0.49,78.4023,84.2185,65.8559,44.6152
2501,6574,0.49,78.4023,79.9014,58.6907,36.2719
2501,6605,0.49,78.1236,71.9525,49.4509,28.5017
2501,6634,0.49,78.1236,68.0385,45.9782,25.365
2501,6665,0.49,78.1236,66.139,44.5534,24.1255
2501,6695,0.49,78.1236,66.3002,44.4212,23.707
2501,6726,0.49,78.1236,65.3318,44.0885,24.4971
2501,6756,0.49,78.1236,64.7754,44.2292,25.0556
2501,6787,0.49,78.1236,68.1453,48.6578,29.4867
2501,6818,0.49,78.1236,76.8379,57.494,38.2824
2501,6848,0.49,78.1236,82.5939,65.0548,45.0193
2501,6879,0.49,78.1236,83.507,66.9089,47.3546
2501,6909,0.49,78.1236,83.2075,65.8573,44.4706
2501,6940,0.49,78.1236,77.9793,57.4332,35.5963
2501,6971,0.49,78.5186,72.1991,49.2019,28.2777
2501,6999,0.49,78.5186,67.2338,45.3049,25.0504
2501,7030,0.49,78.5186,65.999,43.6603,23.5398
2501,7060,0.49,78.5186,65.3729,43.6521,23.5724
2501,7091,0.49,78.5186,64.9673,43.5619,23.9058
2501,7121,0.49,78.5186,64.6123,44.0779,24.4473
2501,7152,0.49,78.5186,68.075,48.0781,28.7304
2501,7183,0.49,78.5186,75.3781,56.8702,37.4492
2501,7213,0.49,78.5186,81.651,63.6102,44.8335
2501,7244,0.49,78.5186,84.1573,67.121,48.0063
2501,7274,0.49,78.5186,84.4308,66.0389,44.7903
2501,7305,0.49,78.5186,80.6508,58.837,36.3884
2501,7336,0.49,77.6552,73.9206,50.8095,28.6049
2501,7364,0.49,77.6552,69.4504,46.5333,25.6202
2501,7395,0.49,77.6552,66.9462,45.1851,24.2172
2501,7425,0.49,77.6552,66.013,44.1735,23.7346
2501,7456,0.49,77.6552,65.3909,43.5984,24.0863
2501,7486,0.49,77.6552,65.7622,44.125,24.6089
2501,7517,0.49,77.6552,67.8283,48.2776,28.9995
2501,7548,0.49,77.6552,76.0424,56.6918,37.4957
2501,7578,0.49,77.6552,82.8205,65.0913,44.9216
2501,7609,0.49,77.6552,85.6821,67.7736,47.2447
2501,7639,0.49,77.6552,84.2461,65.1712,44.0616
2501,7670,0.49,77.6552,79.9046,58.643,35.7468
2501,7701,0.49,78.049,73.3015,50.283,28.2851
2501,7729,0.49,78.049,68.5535,45.278,25.0359
2501,7760,0.49,78.049,66.8086,44.7381,23.9383
2501,7790,0.49,78.049,66.4456,43.8225,23.5206
2501,7821,0.49,78.049,65.777,44.2245,23.8701
2501,7851,0.49,78.049,64.1128,44.5456,24.3199
2501,7882,0.49,78.049,67.9026,47.9952,28.7043
2501,7913,0.49,78.049,76.712,57.0142,37.487
2501,7943,0.49,78.049,83.1478,64.7678,45.0531
2501,7974,0.49,78.049,85.6142,68.306,47.7897
2501,8004,0.49,78.049,84.8436,66.237,44.5985
2501,8035,0.49,78.049,79.5526,58.5595,36.0688
2501,8066,0.49,77.579,72.6633,50.5738,28.4214
2514,3987,0.5,79.7536,83.3573,66.1234,45.1398
2514,4018,0.5,79.7536,78.377,59.014,36.1699
2514,4049,0.5,79.2442,71.5592,50.813,28.6308
2514,4077,0.5,79.2442,68.1492,46.7094,25.6181
2514,4108,0.5,79.2442,65.5235,44.6104,24.1904
2514,4138,0.5,79.2442,63.8531,43.7513,24.0146
2514,4169,0.5,79.2442,64.2736,43.8029,24.1187
2514,4199,0.5,79.2442,65.1859,45.3873,25.1059
2514,4230,0.5,79.2442,67.3274,47.9312,29.3697
2514,4261,0.5,79.2442,75.3912,57.9304,38.1997
2514,4291,0.5,79.2442,81.1781,64.6752,45.4125
2514,4322,0.5,79.2442,84.317,68.3996,48.3228
2514,4352,0.5,79.2442,83.2989,66.618,45.3581
2514,4383,0.5,79.2442,78.8929,59.2886,36.5793
2514,4414,0.5,79.6469,72.0315,50.3237,28.8381
